Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Estonia,EST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,6.88931817798229,13.0814313134595,5.12225111917704,-0.458950194001915,9.27283061958852,7.00810865958957,6.75047590806963,8.09249884093536,6.9320819295215,10.0014283221926,10.9240102301859,8.24086088127692,-5.16552089999125,-14.559859718557,2.69671450498072,7.91022529600012,5.55974792728891,1.92991126831478,3.17677011141228,1.26404493826149,..
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,5.32388727876597,11.7985954823788,4.11732405574277,-0.856495096398191,10.5680819364531,6.32867264287459,6.07641942043406,7.41621054210093,6.2947270289115,9.37373678411686,10.2718652308439,7.74820306228075,-5.41946351118037,-14.7244023904974,2.46277332627901,7.58312514819815,5.1825781406402,1.56779582149269,2.90653716670559,1.06784053106526,..
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,4373658536.58537,4746104825.07478,5066242110.00902,5617109800.86773,5726895229.98296,5685773518.84272,6245072061.58804,7322068380.89856,9833875338.75339,12059204968.9441,14006093769.4317,16963630661.1467,22237065425.6775,24194038377.0324,19652486801.8894,19494662251.6556,23168793438.9769,23135266649.1325,25246787741.9517,26485161115.9446,22691482754.7965,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,21795.2378254833,21782.4162038013,23937.0569176208,22503.2608510696,23625.5289969556,27037.9721319292,27015.2589591084,24359.4250618537,25101.3687369434,24799.2960096043,22465.6418414637,22527.3177509504,24275.2426027905,29691.1815836764,33874.7425478435,34879.7263291899,36544.5085344191,41600.5839748157,45413.065712185,41631.1314123702,40705.7662299421,43807.4759032413,40838.024436834,42571.1979897409,42546.8387870273,36248.1801907194,..
France,FRA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.33340977294112,0.9588666393567,1.09573344597675,-1.04235721903616,1.96512508997321,1.71696930744902,1.0296469826807,1.97596128154859,3.17518248270427,2.87649107622352,3.16612014112732,1.2151274173554,0.385760675538592,0.107473469697126,2.03236671531823,0.844668773168891,1.66368007586041,1.7301317098505,-0.363092336996431,-3.43941226828622,1.46315113884789,1.58672016167978,-0.301002029280724,0.100121100507494,-0.530332070329663,0.682887507677904,..
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.91400970050218,1.03910533058813,1.59967121382168,-0.612652833443249,2.3453855933703,2.08508453656513,1.3880040284493,2.33733340443808,3.5562012522861,3.40709914884665,3.87516225904459,1.95444942459253,1.11845689155015,0.819531669596628,2.78642411077925,1.60771381415587,2.37494689958575,2.36149887323958,0.195294765594184,-2.94134105462597,1.96565737478667,2.07922917455807,0.18269303354748,0.576241546834495,0.259494108111838,1.155966988731,..
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1275300566196.84,1275563306592.26,1408724907063.2,1330094973361.13,1401636342155.01,1609892232882.11,1614245416078.98,1460709148123.17,1510758283299.98,1500275942893.67,1368438363736.87,1382218344519.02,1500337850555.24,1848124153498.87,2124112242364.04,2203678646934.46,2325011918203.49,2663112510265.54,2923465651091.26,2693827452070.02,2646994701986.75,2862502085070.89,2681416108537.39,2808511203185.39,2829192039171.84,2421682377730.95,..
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,1569.73943340979,1489.68963452658,1417.86880493451,1258.13633251744,1011.98642980094,935.98525769995,872.709166413349,991.230131526222,835.260327408976,635.772728491871,635.712846663659,780.738024325078,879.475048622777,1048.52248790763,1367.35243333629,1828.71762576598,2303.01883093184,3068.60899799696,3891.03782318207,2545.4803410735,2973.99648071562,3569.75702740477,3855.4212801318,3986.28296611562,3065.16422265266,2114.95471628444,..
Ukraine,UKR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.56000651945212,-8.60169403503461,-9.95837844198388,-14.273685978458,-22.5508475088893,-11.5033208109732,-9.19776427807793,-2.11216639567074,-1.01930960261844,0.745472426022033,6.97136863832762,10.3035390101383,6.25055954861102,10.2913227606288,12.9536558303619,3.45534021736466,8.02790466246609,8.54587864332674,2.85541816011757,-14.4209288031855,4.61479464489672,5.57885359777393,0.447899579440161,0.227964194013452,-1.19465813883825,-9.57171491891337,..
Ukraine,UKR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.34523512849145,-8.41064388765125,-9.69899857978449,-14.2261068839804,-22.9340455344914,-12.2000000174838,-9.99999998298019,-3.00000002742082,-1.89999998094287,-0.19999998936774,5.89999999014297,9.20000001203442,5.19999997210428,9.40000001219448,12.1,2.69999998398359,7.30000002911129,7.90000076686761,2.2999999856879,-14.8000000097658,4.20000001558343,5.20000000926979,0.199999997708986,0,-6.60000295953766,-9.89998298945031,..
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,81456918678.5008,77464561149.5103,73942235330.437,65648559903.0571,52543388913.1384,48214752454.2319,44558076851.5988,50150401353.6015,41883242906.7157,31580961262.8317,31261718319.1794,38009344576.6088,42392896031.2394,50132953288.203,64883060725.7003,86142018069.3504,107753069306.931,142719009900.99,179992405832.321,117227769791.56,136419300367.962,163159671670.265,175781379051.433,181334417615.413,131805126738.287,90615023323.7353,..
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,19095.4669984608,19900.7266505069,20487.1707852878,18389.0195675099,19709.2380983653,21330.276252903,22462.5094323584,24803.1474321952,26281.0477516525,26675.9155954667,26400.6564382696,25980.2203793473,28301.2083322425,32575.0919626199,38305.8726859929,40047.905967007,42534.3062613449,48428.1574527987,45195.1569273881,37166.2759654944,38292.8711313583,41020.3769643089,41294.5148008666,42294.8901157814,46278.5202128829,43734.0001709187,..
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.253445348286505,-1.56193437012463,0.175136684558439,2.38923188591819,3.75947395912412,2.25086602979407,2.40672584544173,2.83376741516994,3.07566134581087,2.76953253976649,3.42863221702471,2.36320222126061,2.06093664676334,2.85660512013206,1.90701271159699,2.29159588149123,1.90997479171612,1.79033582603716,-1.24716034502616,-4.9138944095598,0.747326325510357,1.1784107362645,0.477982279610174,1.47819346443518,2.08091325336537,1.5043192235418,..
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.553581904401085,-1.25704549926641,0.446408126806446,2.63499989075804,4.02396809897093,2.52172617337949,2.66781264553228,3.09896056088834,3.37646816739934,3.11274403207263,3.79884463004639,2.75803547041311,2.49391426618671,3.33666457132125,2.48845812089019,2.99635826433185,2.66182255294851,2.58603658251553,-0.466876766010373,-4.19194485998287,1.54017665028898,1.97239856307874,1.17905612305687,2.15990387108103,2.85284331716611,2.32918332093841,..
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1093169389204.55,1142797178130.51,1179659529659.53,1061388722255.55,1140489745944.29,1237561937825.47,1306575663026.52,1446444007858.55,1537103345478.64,1565408509949.85,1554801028899.98,1535942133294.95,1680256294964.03,1943025306122.45,2297889051629.44,2418941818181.82,2588077276908.92,2969733893557.42,2793376838235.29,2314577036921.64,2403504326328.8,2594904662714.31,2630472981169.65,2712296271989.99,2990201431078.23,2848755449421.34,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 11/17/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
